demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic
274,Diversity Recommendation Index_8_14_17.pdf,Page 1: 63-159,"Create an atmosphere o openness and respect in which the Golden Rule prevails. (ED, 2002, p. 10)",2017,2017,11,2,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
275,Diversity Recommendation Index_8_14_17.pdf,Page 1: 99-202,"Development o sustained links between the University and target public school systems. (AF, 1987, p. 1)",2017,2017,12,2,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
276,Diversity Recommendation Index_8_14_17.pdf,Page 1: 108-156,"Provide subsidies or childcare. (ED, 2002, p. 9)",2017,2017,13,2,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
277,Diversity Recommendation Index_8_14_17.pdf,Page 1: 110-245,"Grow and ully und the Ofce o Arican American Aairs, the Carter G. Woodson Institute, and the Luther P. Jackson House. (AFC, 2015)",2017,2017,14,2,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
278,Diversity Recommendation Index_8_14_17.pdf,Page 1: 177-621,"Assess and publish annually the data on the institution’s progress in hiring and retention, comparing the hiring and retention o women and minorities to that o [their] white male counterparts. Include in annual reports assessments o gender climate, representation o women and minorities in leadership positions, salary equity, and retention statistics, and set orth in the annual reports goals in these areas or uture years. (PCODE, 2004)",2017,2017,15,2,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
279,Diversity Recommendation Index_8_14_17.pdf,Page 1: 177-532,"University should conduct internal and external review and a study on the cost and eect o instituting a Living Wage policy, and should pursue subgoals: (a) Published calculations on the fndings, (b) Strategic plan or air compensation across all employees, (c) University audit o all contractors to determine pay and treatment. (TaBU, 2015, pp. 14-15)",2017,2017,16,3,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
280,Diversity Recommendation Index_8_14_17.pdf,Page 1: 180-242,"Provide tuition benefts or aculty and sta. (ED, 2002, p. 9)",2017,2017,17,3,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
281,Diversity Recommendation Index_8_14_17.pdf,Page 1: 199-375,"Study o expansion, connection, and renovation possibilities or OAAA, WEB DuBois Building, and LPJBCC, with fndings reported to the BOV and Student Council. (TaBU, 2015, p. 19)",2017,2017,18,3,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
282,Diversity Recommendation Index_8_14_17.pdf,Page 1: 210-353,"Provide incentives to hire aculty with cross-disciplinary expertise so that schools can share aculty and maximize resources. (ED, 2002, p. 11)",2017,2017,19,3,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
283,Diversity Recommendation Index_8_14_17.pdf,Page 1: 211-361,"Reward sta members who develop new skills by placing them in higher or more challenging positions—in other words, hire rom within. (ED, 2002, p. 10)",2017,2017,20,3,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
284,Diversity Recommendation Index_8_14_17.pdf,Page 1: 223-316,"Clear mission statements for OAAA and ODE, with measurable goals for each. (TaBU, 2015, p. 10)",2017,2017,21,4,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
285,Diversity Recommendation Index_8_14_17.pdf,Page 1: 236-287,"Increase/Support Black Students. (TaBU, 2015, p. 22)",2017,2017,22,4,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
286,Diversity Recommendation Index_8_14_17.pdf,Page 1: 286-518,"Appoint as soon as practicable, ater a national search, a Chie Ofcer or Diversity and Equity, structured as recommended in the ull report o the President’s Commission on Diversity and Equity (PCODE).         (PCODE, 2004, p. 4)",2017,2017,23,4,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
287,Diversity Recommendation Index_8_14_17.pdf,Page 1: 288-533,"Require that all leadership recruitments and appointments (deans and other high level positions) not be passively supportive o diversity eorts, but to have shown demonstrated leadership and commitment in their previous positions. (PCODE, 2004)",2017,2017,24,4,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
288,Diversity Recommendation Index_8_14_17.pdf,Page 1: 289-480,"Create a clear system or “incident reporting” that allows students to report cases o inappropriate and/or disrespectul behavior and provides a way to address such cases. (PCODE, 2004, p. 6)",2017,2017,25,4,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
289,Diversity Recommendation Index_8_14_17.pdf,Page 1: 333-482,"Provide University employment data to clearly show race and gender by employment rank or category and department or business unit. (PCODE, 2004, p. 9)",2017,2017,26,5,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
290,Diversity Recommendation Index_8_14_17.pdf,Page 1: 339-431,"Capital Campaign to create a permanent, proper slave memorial on Grounds. (TaBU, 2015, p. 10)",2017,2017,27,5,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
291,Diversity Recommendation Index_8_14_17.pdf,Page 1: 366-547,"Improve recruiting o graduate students, especially in the Graduate School o Arts and Sciences, by establishing a central ofce devoted to diversity recruitment. (PCODE, 2004, p. 6)",2017,2017,28,5,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
292,Diversity Recommendation Index_8_14_17.pdf,Page 1: 366-497,"Ensure that persons o color are well represented in key leadership positions, rom the Board o Visitors on down. (ED, 2002, p. 10)",2017,2017,29,5,Index of Diversity Recommendations,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,5,Staff Contributers,NA,University Office
